"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_5877","Covers_16086","0.12307692307692308",,"The Manga Guide To Databases","The MacMillan Book of Organic Gardening","The Manga Guide To Databases","The MacMillan Book of Organic Gardening","0.3076923076923077","0.3076923076923077","Mana Takahashi","Marie-Luise Kreuter","Mana Takahashi","Marie-Luise Kreuter","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_7823","Covers_2772","0.8285714285714285",,"Shadow Warrior","Shadow Game","Shadow Warrior","Shadow Game","0.5714285714285714","0.5714285714285714","Christine Feehan","Christine Feehan","Christine Feehan","Christine Feehan","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_20486","Covers_22703","0.0",,"The Maria Thun Biodynamic Calendar 2019: 2019","The Mammoth Book of Golden Age Detective Stories","The Maria Thun Biodynamic Calendar 2019: 2019","The Mammoth Book of Golden Age Detective Stories","0.25","0.0","Matthias Thun","Marie Smith","Matthias Thun","Marie Smith","0.23636363636363636","0.0"
"LinearCombinationMatchingRule","Amazon_1149","Covers_47167","0.38",,"The Medium is the Massage","The Merry Month of May","The Medium is the Massage","The Merry Month of May","0.43999999999999995","0.43999999999999995","John Berger","Joan Smith","John Berger","Joan Smith","0.34","0.34"
"LinearCombinationMatchingRule","Amazon_22201","Covers_22935","0.0",,"Lonely Planet Vietnam, Cambodia, Laos & Northern Thailand","Lonely Men","Lonely Planet Vietnam, Cambodia, Laos & Northern Thailand","Lonely Men","0.17543859649122806","0.0","Lonely Planet","Louis L'Amour","Lonely Planet","Louis L'Amour","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_6320","Covers_14533","0.12093023255813953",,"The Complete Book of Crochet Stitch Designs","The Cool Chick's Guide to Baseball","The Complete Book of Crochet Stitch Designs","The Cool Chick's Guide to Baseball","0.3023255813953488","0.3023255813953488","Linda P. Schapper","Lisa Martin","Linda P. Schapper","Lisa Martin","0.21818181818181817","0.0"
"LinearCombinationMatchingRule","Amazon_17028","Covers_31724","0.3308978328173375",,"The Shell Seekers","The shining company","The Shell Seekers","The shining company","0.368421052631579","0.368421052631579","Rosamunde Pilcher","Rosemary Sutcliff","Rosamunde Pilcher","Rosemary Sutcliff","0.3058823529411765","0.3058823529411765"
"LinearCombinationMatchingRule","Amazon_7596","Covers_27680","0.7294117647058823",,"The Mysterious Affair at Styles","The Mystery of the Blue Train (Hercule Poirot Mysteries (Paperback))","The Mysterious Affair at Styles","The Mystery of the Blue Train (Hercule Poirot Mysteries (Paperback))","0.32352941176470584","0.32352941176470584","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_13740","Covers_8103","0.992",,"The Book on the Taboo against Knowing Who You are","The Book: On the Taboo Against Knowing Who You Are","The Book on the Taboo against Knowing Who You are","The Book: On the Taboo Against Knowing Who You Are","0.98","0.98","Alan Watts","Alan Watts","Alan Watts","Alan Watts","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_89","Covers_30555","0.1575757575757576",,"The End of Alzheimer's","The Encyclopedia of TV Game Shows","The End of Alzheimer's","The Encyclopedia of TV Game Shows","0.3939393939393939","0.3939393939393939","Dale E. Bredesen","David Schwartz","Dale E. Bredesen","David Schwartz","0.14285714285714285","0.0"
"LinearCombinationMatchingRule","Amazon_5026","Covers_37769","1.0",,"Spot Goes to School","Spot Goes to School","Spot Goes to School","Spot Goes to School","1.0","1.0","Eric Hill","Eric Hill","Eric Hill","Eric Hill","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21168","Covers_38059","0.772972972972973",,"Harry Potter and the Sorcerer's Stone","Harry Potter y El Caliz de Fuego","Harry Potter and the Sorcerer's Stone","Harry Potter y El Caliz de Fuego","0.43243243243243246","0.43243243243243246","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_19382","Covers_1704","0.6",,"Alice: 100 Postcards from Wonderland","Alice's Adventures in Wonderland/With All the Original Illustrations by Sir John Tenniel (Dover Thrift Editions)","Alice: 100 Postcards from Wonderland","Alice's Adventures in Wonderland/With All the Original Illustrations by Sir John Tenniel (Dover Thrift Editions)","0.1875","0.0","Lewis Carroll","Lewis Carroll","Lewis Carroll","Lewis Carroll","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_9305","Covers_32816","0.0",,"The Happy Pear: Recipes for Happiness","The Hallo-wiener","The Happy Pear: Recipes for Happiness","The Hallo-wiener","0.2702702702702703","0.0","David Flynn","Dav Pilkey","David Flynn","Dav Pilkey","0.3","0.0"
"LinearCombinationMatchingRule","Amazon_15214","Covers_1938","0.6",,"Hamlet: The Oxford Shakespeare","Hamlet (Dover Thrift Editions)","Hamlet: The Oxford Shakespeare","Hamlet (Dover Thrift Editions)","0.23333333333333328","0.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_8658","Covers_26523","0.3544615384615385",,"The Art of the Short Story","The Armageddon Blues","The Art of the Short Story","The Armageddon Blues","0.34615384615384615","0.34615384615384615","Dana Gioia","Daniel Keys Moran","Dana Gioia","Daniel Keys Moran","0.36","0.36"
"LinearCombinationMatchingRule","Amazon_9676","Covers_40063","0.48",,"Rick Stein's Mediterranean Escapes","Rick Steves' Best of Europe 2001 (Rick Steves' Best of Europe, 2001)","Rick Stein's Mediterranean Escapes","Rick Steves' Best of Europe 2001 (Rick Steves' Best of Europe, 2001)","0.2941176470588235","0.0","Rick Stein","Rick Steves","Rick Stein","Rick Steves","0.8","0.8"
"LinearCombinationMatchingRule","Amazon_21153","Covers_8907","0.0",,"Thea Stilton Special Edition #1: Journey to Atlantis","The Assassini","Thea Stilton Special Edition #1: Journey to Atlantis","The Assassini","0.17307692307692313","0.0","Thea Stilton","THOMAS GIFFORD","Thea Stilton","THOMAS GIFFORD","0.21666666666666667","0.0"
"LinearCombinationMatchingRule","Amazon_3755","Covers_24743","0.17142857142857146",,"The Goal","The Golden One","The Goal","The Golden One","0.4285714285714286","0.4285714285714286","Eliyahu M Goldratt","Elizabeth Peters","Eliyahu M Goldratt","Elizabeth Peters","0.2125","0.0"
"LinearCombinationMatchingRule","Amazon_5657","Covers_28712","0.33749999999999997",,"The Art of Invisibility","The Art of Deception: Controlling the Human Element of Security","The Art of Invisibility","The Art of Deception: Controlling the Human Element of Security","0.2857142857142857","0.0","Kevin D. Mitnick","Kevin D.  Mitnick","Kevin D. Mitnick","Kevin D.  Mitnick","0.5625","0.5625"
"LinearCombinationMatchingRule","Amazon_4278","Covers_1247","0.0",,"The Enigma of Capital","The Encyclopedia of the Dead (European Classics)","The Enigma of Capital","The Encyclopedia of the Dead (European Classics)","0.29166666666666663","0.0","David Harvey","Danilo Kis","David Harvey","Danilo Kis","0.24","0.0"
"LinearCombinationMatchingRule","Amazon_17847","Covers_33677","0.17931034482758623",,"The Last Hours: Chain of Gold","The Last of the Duchess","The Last Hours: Chain of Gold","The Last of the Duchess","0.4482758620689655","0.4482758620689655","Cassandra Clare","Caroline Blackwood","Cassandra Clare","Caroline Blackwood","0.22666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_8320","Covers_28432","0.144",,"Complete Norwegian Beginner to Intermediate Course","Complete Adventures of the Borrowers","Complete Norwegian Beginner to Intermediate Course","Complete Adventures of the Borrowers","0.36","0.36","Margaretha Danbolt-Simons","Mary Norton","Margaretha Danbolt-Simons","Mary Norton","0.2909090909090909","0.0"
"LinearCombinationMatchingRule","Amazon_13370","Covers_2255","0.808695652173913",,"The Far Side Gallery: 2","The Far Side","The Far Side Gallery: 2","The Far Side","0.5217391304347826","0.5217391304347826","Gary Larson","Gary Larson","Gary Larson","Gary Larson","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_6783","Covers_31628","0.7762711864406779",,"Kaffe Fassett's Quilts in Ireland","Kaffe Fassett's Glorious Color for Needlepoint and Knitting","Kaffe Fassett's Quilts in Ireland","Kaffe Fassett's Glorious Color for Needlepoint and Knitting","0.44067796610169496","0.44067796610169496","Kaffe Fassett","Kaffe Fassett","Kaffe Fassett","Kaffe Fassett","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_7825","Covers_32338","0.35833333333333334",,"The Cuckoo's Calling","The Cunning Man: A Novel","The Cuckoo's Calling","The Cunning Man: A Novel","0.33333333333333337","0.33333333333333337","Robert Galbraith","Robertson Davies","Robert Galbraith","Robertson Davies","0.375","0.375"
"LinearCombinationMatchingRule","Amazon_17389","Covers_41149","0.793939393939394",,"Bridget Jones: The Edge of Reason","Bridget Jones:Sobreviviré","Bridget Jones: The Edge of Reason","Bridget Jones:Sobreviviré","0.48484848484848486","0.48484848484848486","Helen Fielding","Helen Fielding","Helen Fielding","Helen Fielding","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16948","Covers_37434","0.0",,"The Four Swans","The Food Allergy Book: The Foods That Cause You Pain and Discomfort and How to Take Them Out of Your Diet","The Four Swans","The Food Allergy Book: The Foods That Cause You Pain and Discomfort and How to Take Them Out of Your Diet","0.11428571428571432","0.0","Winston Graham","William E. Walsh","Winston Graham","William E. Walsh","0.17142857142857143","0.0"
"LinearCombinationMatchingRule","Amazon_21284","Covers_48345","0.5178571428571428",,"Encyclopedia Brown Box Set (4 Books)","Encyclopedia Brown Gets His Man (Encyclopedia Brown (Paperback))","Encyclopedia Brown Box Set (4 Books)","Encyclopedia Brown Gets His Man (Encyclopedia Brown (Paperback))","0.4375","0.4375","Donald J Sobol","Donald J. Sobol","Donald J Sobol","Donald J. Sobol","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","Amazon_14886","Covers_34473","0.76",,"Emotional Intelligence","Emotional Intelligence : Why It Can Matter More Than IQ","Emotional Intelligence","Emotional Intelligence : Why It Can Matter More Than IQ","0.4","0.4","Daniel Goleman","Daniel Goleman","Daniel Goleman","Daniel Goleman","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_11225","Covers_17858","0.13846153846153847",,"The Freedom Writers Diary","The French Atlantic Affair","The Freedom Writers Diary","The French Atlantic Affair","0.34615384615384615","0.34615384615384615","Erin Gruwell","Ernest Lehman","Erin Gruwell","Ernest Lehman","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_10365","Covers_49803","0.8101694915254237",,"Nausicaa of the Valley of the Wind Box Set","Nausicaa of the Valley of Wind : Perfect Collection (Vol 1)","Nausicaa of the Valley of the Wind Box Set","Nausicaa of the Valley of Wind : Perfect Collection (Vol 1)","0.5254237288135593","0.5254237288135593","Hayao Miyazaki","Hayao Miyazaki","Hayao Miyazaki","Hayao Miyazaki","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_18072","Covers_2747","1.0",,"Witches Abroad","Witches Abroad","Witches Abroad","Witches Abroad","1.0","1.0","Terry Pratchett","Terry Pratchett","Terry Pratchett","Terry Pratchett","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_11654","Covers_5953","0.27999999999999997",,"The New Silk Roads","The Neutronium Alchemist : Conflict  (Neutronium Alchemist, No 2)","The New Silk Roads","The Neutronium Alchemist : Conflict  (Neutronium Alchemist, No 2)","0.2153846153846154","0.0","Peter Frankopan","Peter F. Hamilton","Peter Frankopan","Peter F. Hamilton","0.4666666666666667","0.4666666666666667"
"LinearCombinationMatchingRule","Amazon_352","Covers_38349","0.0",,"The Alphabet of the Human Heart","The Alpine Escape: An Emma Lord Mystery (Emma Lord Mysteries)","The Alphabet of the Human Heart","The Alpine Escape: An Emma Lord Mystery (Emma Lord Mysteries)","0.29508196721311475","0.0","Matthew Johnstone","Mary Daheim","Matthew Johnstone","Mary Daheim","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_21054","Covers_28113","0.6",,"Little Women","Little Women and Good Wives (Everyman Paperback Classics)","Little Women","Little Women and Good Wives (Everyman Paperback Classics)","0.21052631578947367","0.0","Louisa May Alcott","Louisa May Alcott","Louisa May Alcott","Louisa May Alcott","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_10910","Covers_44552","0.786046511627907",,"Nausicaa of the Valley of the Wind, Vol. 1","Nausica�?¤ de la vall�?©e du vent, tome 1","Nausicaa of the Valley of the Wind, Vol. 1","Nausica�?¤ de la vall�?©e du vent, tome 1","0.4651162790697675","0.4651162790697675","Hayao Miyazaki","Hayao Miyazaki","Hayao Miyazaki","Hayao Miyazaki","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_6053","Covers_45132","0.16000000000000003",,"The Master Algorithm","The Marvelous Boy","The Master Algorithm","The Marvelous Boy","0.4","0.4","Pedro Domingos","Peter Corris","Pedro Domingos","Peter Corris","0.23333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_20850","Covers_1040","0.7608695652173914",,"Captain Underpants #8: Captain Underpants and the Preposterous Plight of Purple Potty People","Captain Underpants and the Wrath of the Wicked Wedgie Woman","Captain Underpants #8: Captain Underpants and the Preposterous Plight of Purple Potty People","Captain Underpants and the Wrath of the Wicked Wedgie Woman","0.40217391304347827","0.40217391304347827","Dav Pilkey","Dav Pilkey","Dav Pilkey","Dav Pilkey","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_13971","Covers_28844","0.7392857142857143",,"Chicken Soup for the Soul 20th Anniversary Edition","Chicken Soup for the Bride's Soul : Stories of Love, Laughter and Commitment to Last a Lifetime (Canfield, Jack)","Chicken Soup for the Soul 20th Anniversary Edition","Chicken Soup for the Bride's Soul : Stories of Love, Laughter and Commitment to Last a Lifetime (Canfield, Jack)","0.3482142857142857","0.3482142857142857","Jack Canfield","Jack Canfield","Jack Canfield","Jack Canfield","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3587","Covers_21420","0.1473684210526316",,"The Compound Effect","The Coffee Trader","The Compound Effect","The Coffee Trader","0.368421052631579","0.368421052631579","Darren Hardy","David Liss","Darren Hardy","David Liss","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_14222","Covers_25811","0.14193548387096774",,"The Laws Guide to Drawing Birds","The Last Jihad","The Laws Guide to Drawing Birds","The Last Jihad","0.3548387096774194","0.3548387096774194","John Muir Laws","Joel C. Rosenberg","John Muir Laws","Joel C. Rosenberg","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_22154","Covers_16710","0.125",,"How to Restore Classic Largeframe Vespa Scooters","How to Use the Internet","How to Restore Classic Largeframe Vespa Scooters","How to Use the Internet","0.3125","0.3125","Mark Paxton","Marietta Tretter","Mark Paxton","Marietta Tretter","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","Amazon_1561","Covers_47498","0.5515789473684211",,"A Brief History of Time: 10th Anniversary Ed","A Brief History of Time: From the Big Bang to Black Holes","A Brief History of Time: 10th Anniversary Ed","A Brief History of Time: From the Big Bang to Black Holes","0.5789473684210527","0.5789473684210527","Stephen Hawking","Stephen W. Hawking","Stephen Hawking","Stephen W. Hawking","0.5333333333333333","0.5333333333333333"
"LinearCombinationMatchingRule","Amazon_21623","Covers_2005","0.0",,"The Fiberglass Boat Repair Manual","The First Circle (European Classics)","The Fiberglass Boat Repair Manual","The First Circle (European Classics)","0.2777777777777778","0.0","Allan H. Vaitses","Aleksandr I. Solzhenitsyn","Allan H. Vaitses","Aleksandr I. Solzhenitsyn","0.1875","0.0"
"LinearCombinationMatchingRule","Amazon_22414","Covers_22935","0.0",,"Lonely Planet Best of Portugal","Lonely Men","Lonely Planet Best of Portugal","Lonely Men","0.2666666666666667","0.0","Lonely Planet","Louis L'Amour","Lonely Planet","Louis L'Amour","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_22318","Covers_49917","0.3342222222222222",,"Lonely Planet Tokyo","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Tokyo","Lonely Planet Ireland (Lonely Planet Ireland)","0.3555555555555555","0.3555555555555555","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_15235","Covers_16390","0.6",,"Othello","Othello: Shakespeare Made Easy (Shakespeare Made Easy)","Othello","Othello: Shakespeare Made Easy (Shakespeare Made Easy)","0.12962962962962965","0.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_22293","Covers_49917","0.34311111111111114",,"Lonely Planet Borneo","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Borneo","Lonely Planet Ireland (Lonely Planet Ireland)","0.37777777777777777","0.37777777777777777","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_15167","Covers_22958","0.6",,"The Aeneid","The Aeneid of Virgil : A Verse Translation By Rolfe Humphries (Scribner/Macmillan Bk)","The Aeneid","The Aeneid of Virgil : A Verse Translation By Rolfe Humphries (Scribner/Macmillan Bk)","0.11764705882352944","0.0","Virgil","Virgil","Virgil","Virgil","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15788","Covers_26839","0.8051282051282052",,"Mars And Venus On A Date","Mars and Venus: A Match Made in Heaven?","Mars And Venus On A Date","Mars and Venus: A Match Made in Heaven?","0.5128205128205128","0.5128205128205128","John Gray","John Gray","John Gray","John Gray","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21522","Covers_4046","0.19636363636363635",,"How to Overcome Fear of Driving","How to Hear From God: Learn to Know His Voice and Make the Right Decisions","How to Overcome Fear of Driving","How to Hear From God: Learn to Know His Voice and Make the Right Decisions","0.29729729729729726","0.0","Joanne Mallon","Joyce Meyer","Joanne Mallon","Joyce Meyer","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_20922","Covers_28538","0.0",,"How to Train Your Dragon: A Hero's Guide to Deadly Dragons","How to Make Worry Work for You: Simple and Practical Lessons on How to Be Happy","How to Train Your Dragon: A Hero's Guide to Deadly Dragons","How to Make Worry Work for You: Simple and Practical Lessons on How to Be Happy","0.2784810126582279","0.0","Cressida Cowell","Craig B. Mardus","Cressida Cowell","Craig B. Mardus","0.17333333333333334","0.0"
"LinearCombinationMatchingRule","Amazon_20998","Covers_14720","0.5772727272727272",,"Tower of Dawn","Tower of Silence","Tower of Dawn","Tower of Silence","0.625","0.625","Sarah J. Maas","Sarah Rayne","Sarah J. Maas","Sarah Rayne","0.5454545454545454","0.5454545454545454"
"LinearCombinationMatchingRule","Amazon_1066","Covers_33885","0.0",,"Digital Minimalism","Digital Hustlers: Living Large and Falling Hard in Silicon Alley","Digital Minimalism","Digital Hustlers: Living Large and Falling Hard in Silicon Alley","0.21875","0.0","Cal Newport","Casey Kait","Cal Newport","Casey Kait","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_13632","Covers_5268","0.13714285714285715",,"The Power of Your Subconscious Mind","The Politics of Jesus","The Power of Your Subconscious Mind","The Politics of Jesus","0.34285714285714286","0.34285714285714286","Joseph Murphy","John Howard Yoder","Joseph Murphy","John Howard Yoder","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","Amazon_1826","Covers_27138","0.5819047619047619",,"M.C. Escher. The Graphic Work","M. C. Escher: 30 Postcards (Postcardbooks)","M.C. Escher. The Graphic Work","M. C. Escher: 30 Postcards (Postcardbooks)","0.40476190476190477","0.40476190476190477","M C Escher","M. C. Escher","M C Escher","M. C. Escher","0.7","0.7"
"LinearCombinationMatchingRule","Amazon_10250","Covers_29924","0.5193277310924369",,"Richard Scarry's Bedtime Stories","Richard Deacon's Microwave Cookery","Richard Scarry's Bedtime Stories","Richard Deacon's Microwave Cookery","0.4411764705882353","0.4411764705882353","Richard Scarry","Richard Deacon","Richard Scarry","Richard Deacon","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","Amazon_12842","Covers_14732","0.13636363636363638",,"The Life-Changing Magic of Not Giving a F**k","The Liver-Cleansing Diet","The Life-Changing Magic of Not Giving a F**k","The Liver-Cleansing Diet","0.34090909090909094","0.34090909090909094","Sarah Knight","Sandra Cabot","Sarah Knight","Sandra Cabot","0.16666666666666666","0.0"
"LinearCombinationMatchingRule","Amazon_18449","Covers_46609","0.13999999999999999",,"Mountains Of The Mind","Mountain of Mirrors (Endless Quest Book)","Mountains Of The Mind","Mountain of Mirrors (Endless Quest Book)","0.35","0.35","Robert Macfarlane","Rose Estes","Robert Macfarlane","Rose Estes","0.24","0.0"
"LinearCombinationMatchingRule","Amazon_17494","Covers_35135","0.6",,"Ramona the Pest","Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))","Ramona the Pest","Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))","0.2075471698113207","0.0","Beverly Cleary","Beverly Cleary","Beverly Cleary","Beverly Cleary","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16215","Covers_41882","0.2727272727272727",,"The Construction of Social Reality","The complete Fawlty Towers","The Construction of Social Reality","The complete Fawlty Towers","0.2941176470588235","0.0","John R. Searle","John Cleese","John R. Searle","John Cleese","0.45454545454545453","0.45454545454545453"
"LinearCombinationMatchingRule","Amazon_1593","Covers_14508","0.0",,"Heartwood","Heart and Soul (The Innocent Years, No 3)","Heartwood","Heart and Soul (The Innocent Years, No 3)","0.1707317073170732","0.0","Rowan Reid","Robert Funderburk","Rowan Reid","Robert Funderburk","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_15975","Covers_49917","0.3875555555555556",,"Lonely Planet Canada Planning Map","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Canada Planning Map","Lonely Planet Ireland (Lonely Planet Ireland)","0.48888888888888893","0.48888888888888893","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_7031","Covers_32785","0.27999999999999997",,"The Stand","The Storytellers Handbook to the Sabbat (Sourcebook for Vampire : the Masquerade)","The Stand","The Storytellers Handbook to the Sabbat (Sourcebook for Vampire : the Masquerade)","0.11111111111111116","0.0","Stephen King","Steven C. Brown","Stephen King","Steven C. Brown","0.4666666666666667","0.4666666666666667"
"LinearCombinationMatchingRule","Amazon_16437","Covers_41635","0.0",,"The Jesuit Guide to (almost) Everything","The Jewelled Peacock of Persia (The Baker Street Mysteries , Vol 3)","The Jesuit Guide to (almost) Everything","The Jewelled Peacock of Persia (The Baker Street Mysteries , Vol 3)","0.26865671641791045","0.0","James Martin","Jake Thoene","James Martin","Jake Thoene","0.21818181818181817","0.0"
"LinearCombinationMatchingRule","Amazon_7356","Covers_11984","0.144",,"The Secrets She Keeps","The Second Decade of Love","The Secrets She Keeps","The Second Decade of Love","0.36","0.36","Michael Robotham","Mike Yorkey","Michael Robotham","Mike Yorkey","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_22174","Covers_33245","0.0",,"How to Build a Wooden Boat","How to Be Your Little Man's Dad: 365 Things to Do With Your Son","How to Build a Wooden Boat","How to Be Your Little Man's Dad: 365 Things to Do With Your Son","0.2857142857142857","0.0","David C McIntosh","Dan Bolin","David C McIntosh","Dan Bolin","0.2222222222222222","0.0"
"LinearCombinationMatchingRule","Amazon_5314","Covers_4371","0.6",,"The Mythical Man-Month","The Mythical Man-Month: Essays on Software Engineering, 20th  Anniversary Edition","The Mythical Man-Month","The Mythical Man-Month: Essays on Software Engineering, 20th  Anniversary Edition","0.2716049382716049","0.0","Frederick P. Brooks Jr.","Frederick P. Brooks","Frederick P. Brooks Jr.","Frederick P. Brooks","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21916","Covers_38087","0.3333333333333333",,"How To Make Your Car Handle Hp46","How to Prepare for the Cbest, California Basic Educational Skills Test (4th Edition)","How To Make Your Car Handle Hp46","How to Prepare for the Cbest, California Basic Educational Skills Test (4th Edition)","0.26190476190476186","0.0","Fred Puhn","Fred Obrecht","Fred Puhn","Fred Obrecht","0.5555555555555556","0.5555555555555556"
"LinearCombinationMatchingRule","Amazon_22277","Covers_49917","0.36977777777777776",,"Lonely Planet Pocket Krakow","Lonely Planet Ireland (Lonely Planet Ireland)","Lonely Planet Pocket Krakow","Lonely Planet Ireland (Lonely Planet Ireland)","0.4444444444444444","0.4444444444444444","Lonely Planet","Lou Callan","Lonely Planet","Lou Callan","0.32","0.32"
"LinearCombinationMatchingRule","Amazon_5076","Covers_32420","0.75",,"Asterix: Omnibus 1","Asterix und Latraviata. (Bd. 31)","Asterix: Omnibus 1","Asterix und Latraviata. (Bd. 31)","0.375","0.375","Rene Goscinny","Rene Goscinny","Rene Goscinny","Rene Goscinny","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_21259","Covers_22802","0.424",,"How to Take the GRRRR Out of Anger","How to Be Gorgeous: The Ultimate Beauty Guide to Makeup, Hair, and More (Seventeen)","How to Take the GRRRR Out of Anger","How to Be Gorgeous: The Ultimate Beauty Guide to Makeup, Hair, and More (Seventeen)","0.2650602409638554","0.0","Elizabeth Verdick","Elizabeth Brous","Elizabeth Verdick","Elizabeth Brous","0.7066666666666667","0.7066666666666667"
"LinearCombinationMatchingRule","Amazon_13769","Covers_4396","0.6",,"Inner Work","Inner Work : Using Dreams and Creative Imagination for Personal Growth and Integration","Inner Work","Inner Work : Using Dreams and Creative Imagination for Personal Growth and Integration","0.11627906976744184","0.0","Robert A. Johnson","Robert A. Johnson","Robert A. Johnson","Robert A. Johnson","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_22602","Covers_22229","0.25846153846153846",,"The Best Loved Villages of France","The Berenstain Bears and the Female Fullback (A Big Chapter Book)","The Best Loved Villages of France","The Berenstain Bears and the Female Fullback (A Big Chapter Book)","0.27692307692307694","0.0","Stephane Bern","Stan Berenstain","Stephane Bern","Stan Berenstain","0.4307692307692308","0.4307692307692308"
"LinearCombinationMatchingRule","Amazon_15116","Covers_2453","0.5515679442508712",,"The Complete Works of William Shakespeare","The Confessions of Nat Turner","The Complete Works of William Shakespeare","The Confessions of Nat Turner","0.41463414634146345","0.41463414634146345","William Shakespeare","William Styron","William Shakespeare","William Styron","0.6428571428571429","0.6428571428571429"
"LinearCombinationMatchingRule","Amazon_3491","Covers_45254","0.0",,"The Nowhere Men","The Norfin Trolls: The Best Costume Party Ever","The Nowhere Men","The Norfin Trolls: The Best Costume Party Ever","0.26086956521739135","0.0","Michael Calvin","Mitzy Kafka","Michael Calvin","Mitzy Kafka","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_22627","Covers_22935","0.0",,"Lonely Planet Make My Day Tokyo","Lonely Men","Lonely Planet Make My Day Tokyo","Lonely Men","0.29032258064516125","0.0","Lonely Planet","Louis L'Amour","Lonely Planet","Louis L'Amour","0.18461538461538463","0.0"
"LinearCombinationMatchingRule","Amazon_10818","Covers_34265","0.0",,"The Walking Dead Volume 22: A New Beginning","The Wager","The Walking Dead Volume 22: A New Beginning","The Wager","0.18604651162790697","0.0","Robert Kirkman","Robin Lee Hatcher","Robert Kirkman","Robin Lee Hatcher","0.2571428571428571","0.0"
